30/04/2026,CARD TRANSACTION   SPINNEYS ATM,-295.01,49704.99
30/04/2026,CARD TRANSACTION   STARBUCKS ATM,-42.93,49662.06
30/04/2026,CARD TRANSACTION   MCDONALDS ATM,-55.68,49606.38
30/04/2026,CARD TRANSACTION   UBER ATM,-60.51,49545.87
30/04/2026,CARD TRANSACTION   NOON ATM,-189.67,49356.20
29/04/2026,CARD TRANSACTION   CARREFOUR ATM,-111.18,49245.02
29/04/2026,CARD TRANSACTION   CARREFOUR ATM,-52.83,49192.19
29/04/2026,CARD TRANSACTION   CARREFOUR ATM,-273.98,48918.21
29/04/2026,CARD TRANSACTION   SPINNEYS ATM,-297.53,48620.68
29/04/2026,CARD TRANSACTION   KFC ATM,-52.73,48567.95
29/04/2026,CARD TRANSACTION   NOON ATM,-64.89,48503.06
28/04/2026,CARD TRANSACTION   STARBUCKS ATM,-30.00,48473.06
28/04/2026,CARD TRANSACTION   STARBUCKS ATM,-39.00,48434.06
28/04/2026,CARD TRANSACTION   MCDONALDS ATM,-56.66,48377.40
28/04/2026,CARD TRANSACTION   UBER ATM,-95.82,48281.58
27/04/2026,CARD TRANSACTION   CARREFOUR ATM,-54.32,48227.26
27/04/2026,CARD TRANSACTION   STARBUCKS ATM,-40.16,48187.10
27/04/2026,CARD TRANSACTION   STARBUCKS ATM,-23.45,48163.65
27/04/2026,CARD TRANSACTION   MCDONALDS ATM,-74.81,48088.84
27/04/2026,CARD TRANSACTION   MCDONALDS ATM,-48.21,48040.63
27/04/2026,CARD TRANSACTION   NOVO CINEMAS ATM,-105.77,47934.86
26/04/2026,CARD TRANSACTION   SPINNEYS ATM,-153.53,47781.33
26/04/2026,CARD TRANSACTION   STARBUCKS ATM,-48.28,47733.05
25/04/2026,SALARY TRANSFER 4-2026,30000.00,77733.05
25/04/2026,CARD TRANSACTION   MCDONALDS ATM,-51.06,77681.99
25/04/2026,CARD TRANSACTION   MCDONALDS ATM,-57.25,77624.74
25/04/2026,CARD TRANSACTION   EMARAT ATM,-106.34,77518.40
25/04/2026,CARD TRANSACTION   DEWA ATM,-589.35,76929.05
25/04/2026,CARD TRANSACTION   AMAZON.AE ATM,-117.50,76811.55
24/04/2026,CARD TRANSACTION   CARREFOUR ATM,-280.73,76530.82
24/04/2026,CARD TRANSACTION   STARBUCKS ATM,-42.21,76488.61
24/04/2026,CARD TRANSACTION   STARBUCKS ATM,-25.91,76462.70
24/04/2026,CARD TRANSACTION   STARBUCKS ATM,-27.88,76434.82
24/04/2026,CARD TRANSACTION   MCDONALDS ATM,-71.52,76363.30
24/04/2026,CARD TRANSACTION   EMARAT ATM,-87.58,76275.72
24/04/2026,CARD TRANSACTION   UBER ATM,-72.05,76203.67
24/04/2026,CARD TRANSACTION   AMAZON.AE ATM,-321.77,75881.90
23/04/2026,CARD TRANSACTION   EMARAT ATM,-140.16,75741.74
23/04/2026,CARD TRANSACTION   EMARAT ATM,-117.11,75624.63
22/04/2026,CARD TRANSACTION   CARREFOUR ATM,-159.05,75465.58
22/04/2026,CARD TRANSACTION   CARREFOUR ATM,-95.25,75370.33
22/04/2026,CARD TRANSACTION   SPINNEYS ATM,-148.23,75222.10
22/04/2026,CARD TRANSACTION   STARBUCKS ATM,-43.62,75178.48
22/04/2026,CARD TRANSACTION   KFC ATM,-54.59,75123.89
22/04/2026,CARD TRANSACTION   DU TELECOM ATM,-289.54,74834.35
21/04/2026,CARD TRANSACTION   CARREFOUR ATM,-145.88,74688.47
21/04/2026,CARD TRANSACTION   STARBUCKS ATM,-44.43,74644.04
21/04/2026,CARD TRANSACTION   UBER ATM,-60.74,74583.30
20/04/2026,CARD TRANSACTION   SPINNEYS ATM,-119.81,74463.49
19/04/2026,CARD TRANSACTION   CARREFOUR ATM,-106.21,74357.28
19/04/2026,CARD TRANSACTION   STARBUCKS ATM,-40.38,74316.90
19/04/2026,CARD TRANSACTION   EMARAT ATM,-117.69,74199.21
19/04/2026,CARD TRANSACTION   NOON ATM,-59.96,74139.25
18/04/2026,CARD TRANSACTION   EMARAT ATM,-125.82,74013.43
17/04/2026,CARD TRANSACTION   EMARAT ATM,-127.66,73885.77
16/04/2026,CARD TRANSACTION   CARREFOUR ATM,-162.89,73722.88
16/04/2026,CARD TRANSACTION   STARBUCKS ATM,-36.08,73686.80
16/04/2026,CARD TRANSACTION   MCDONALDS ATM,-58.67,73628.13
16/04/2026,CARD TRANSACTION   EMARAT ATM,-138.74,73489.39
16/04/2026,CARD TRANSACTION   UBER ATM,-54.50,73434.89
16/04/2026,CARD TRANSACTION   UBER ATM,-38.04,73396.85
16/04/2026,CARD TRANSACTION   NETFLIX ATM,-59.76,73337.09
16/04/2026,CARD TRANSACTION   AMAZON.AE ATM,-281.65,73055.44
15/04/2026,CARD TRANSACTION   SPINNEYS ATM,-264.99,72790.45
15/04/2026,CARD TRANSACTION   STARBUCKS ATM,-34.73,72755.72
15/04/2026,CARD TRANSACTION   UBER ATM,-77.69,72678.03
15/04/2026,CARD TRANSACTION   NOON ATM,-263.21,72414.82
15/04/2026,CARD TRANSACTION   NOON ATM,-257.76,72157.06
14/04/2026,CARD TRANSACTION   NANDO'S ATM,-189.69,71967.37
14/04/2026,CARD TRANSACTION   AMAZON.AE ATM,-128.36,71839.01
13/04/2026,CARD TRANSACTION   CARREFOUR ATM,-146.42,71692.59
